Date,Close,AdjClose
2020-08-21,339.480011,311.857513
2020-08-24,342.920013,315.017639
2020-08-25,344.119995,316.120026
2020-08-26,347.570007,319.289246
2020-08-27,348.329987,319.987457
2020-08-28,350.579987,322.054352
2020-08-31,349.309998,320.887634
2020-09-01,352.600006,323.909912
2020-09-02,357.700012,328.595123
2020-09-03,345.390015,317.286682
2020-09-04,342.570007,314.696075
2020-09-08,333.209991,306.097717
2020-09-09,339.790009,312.142334
2020-09-10,333.890015,306.722412
2020-09-11,334.059998,306.878540
2020-09-14,338.459991,310.920532
2020-09-15,340.170013,312.491364
2020-09-16,338.820007,311.251251
2020-09-17,335.839996,308.513763
2020-09-18,330.649994,304.961884
2020-09-21,326.970001,301.567780
2020-09-22,330.299988,304.639038
2020-09-23,322.640015,297.574188
2020-09-24,323.500000,298.367401
2020-09-25,328.730011,303.191101
2020-09-28,334.190002,308.226868
2020-09-29,332.369995,306.548248
2020-09-30,334.890015,308.872528
2020-10-01,337.040009,310.855499
2020-10-02,333.839996,307.904114
2020-10-05,339.760010,313.364136
2020-10-06,334.929993,308.909332
2020-10-07,340.760010,314.286438
2020-10-08,343.779999,317.071838
2020-10-09,346.850006,319.903381
2020-10-12,352.429993,325.049774
2020-10-13,350.130005,322.928528
2020-10-14,347.929993,320.899414
2020-10-15,347.500000,320.502899
2020-10-16,347.290009,320.309143
2020-10-19,342.010010,315.439331
2020-10-20,343.380005,316.702881
2020-10-21,342.730011,316.103363
2020-10-22,344.609985,317.837372
2020-10-23,345.779999,318.916504
2020-10-26,339.390015,313.022858
2020-10-27,338.220001,311.943726
2020-10-28,326.660004,301.281799
2020-10-29,329.980011,304.343903
2020-10-30,326.540009,301.171143
2020-11-02,330.200012,304.546844
2020-11-03,336.029999,309.923920
2020-11-04,343.540009,316.850433
2020-11-05,350.239990,323.029938
2020-11-06,350.160004,322.956177
2020-11-09,354.559998,327.014343
2020-11-10,354.040009,326.534729
2020-11-11,356.670013,328.960388
2020-11-12,353.209991,325.769165
2020-11-13,358.100006,330.279297
2020-11-16,362.570007,334.402008
2020-11-17,360.619995,332.603607
2020-11-18,356.279999,328.600677
2020-11-19,357.779999,329.984161
2020-11-20,355.329987,327.724426
2020-11-23,357.459991,329.688965
2020-11-24,363.220001,335.001556
2020-11-25,362.660004,334.484985
2020-11-27,363.670013,335.416595
2020-11-30,362.059998,333.931702
2020-12-01,366.019989,337.583954
2020-12-02,366.790009,338.294189
2020-12-03,366.690002,338.201935
2020-12-04,369.850006,341.116425
2020-12-07,369.089996,340.415497
2020-12-08,370.170013,341.411591
2020-12-09,366.850006,338.349487
2020-12-10,366.730011,338.238922
2020-12-11,366.299988,337.842163
2020-12-14,364.660004,336.329651
2020-12-15,369.589996,340.876617
2020-12-16,370.170013,341.411591
2020-12-17,372.239990,343.320801
2020-12-18,369.179993,341.949982
2020-12-21,367.859985,340.727295
2020-12-22,367.239990,340.153046
2020-12-23,367.570007,340.458710
2020-12-24,369.000000,341.783173
2020-12-28,372.170013,344.719391
2020-12-29,371.459991,344.061707
2020-12-30,371.989990,344.552643
2020-12-31,373.880005,346.303253
2021-01-04,368.790009,341.588806
2021-01-05,371.329987,343.941315
2021-01-06,373.549988,345.997650
2021-01-07,379.100006,351.138214
2021-01-08,381.260010,353.138947
2021-01-11,378.690002,350.758514
2021-01-12,378.769989,350.832550
2021-01-13,379.790009,351.777344
2021-01-14,378.459991,350.545441
2021-01-15,375.700012,347.989075
2021-01-19,378.649994,350.721466
2021-01-20,383.890015,355.574951
2021-01-21,384.239990,355.899048
2021-01-22,382.880005,354.639465
2021-01-25,384.390015,356.038025
2021-01-26,383.790009,355.482391
2021-01-27,374.410004,346.794128
2021-01-28,377.630005,349.776642
2021-01-29,370.070007,342.774261
2021-02-01,376.230011,348.479950
2021-02-02,381.549988,353.407501
2021-02-03,381.850006,353.685425
2021-02-04,386.190002,357.705292
2021-02-05,387.709991,359.113190
2021-02-08,390.510010,361.706696
2021-02-09,390.250000,361.465790
2021-02-10,390.079987,361.308319
2021-02-11,390.709991,361.891846
2021-02-12,392.640015,363.679504
2021-02-16,392.299988,363.364655
2021-02-17,392.390015,363.448029
2021-02-18,390.720001,361.901093
2021-02-19,390.029999,361.262054
2021-02-22,387.029999,358.483337
2021-02-23,387.500000,358.918701
2021-02-24,391.769989,362.873749
2021-02-25,382.329987,354.129944
2021-02-26,380.359985,352.305328
2021-03-01,389.579987,360.845245
2021-03-02,386.540009,358.029449
2021-03-03,381.420013,353.287109
2021-03-04,376.700012,348.915192
2021-03-05,383.630005,355.334106
2021-03-08,381.720001,353.565033
2021-03-09,387.170013,358.613037
2021-03-10,389.579987,360.845245
2021-03-11,393.529999,364.503906
2021-03-12,394.059998,364.994843
2021-03-15,396.410004,367.171448
2021-03-16,395.910004,366.708374
2021-03-17,397.260010,367.958771
2021-03-18,391.480011,362.605164
2021-03-19,389.480011,361.934235
2021-03-22,392.589996,364.824188
2021-03-23,389.500000,361.952820
2021-03-24,387.519989,360.112793
2021-03-25,389.700012,362.138672
2021-03-26,395.980011,367.974548
2021-03-29,395.779999,367.788605
2021-03-30,394.730011,366.812927
2021-03-31,396.329987,368.299774
2021-04-01,400.609985,372.277069
2021-04-05,406.359985,377.620239
2021-04-06,406.119995,377.397339
2021-04-07,406.589996,377.834076
2021-04-08,408.519989,379.627533
2021-04-09,411.489990,382.387512
2021-04-12,411.640015,382.526886
2021-04-13,412.859985,383.660614
2021-04-14,411.450012,382.350372
2021-04-15,415.869995,386.457764
2021-04-16,417.260010,387.749481
2021-04-19,415.209991,385.844452
2021-04-20,412.170013,383.019470
2021-04-21,416.070007,386.643585
2021-04-22,412.269989,383.112396
2021-04-23,416.739990,387.266235
2021-04-26,417.609985,388.074738
2021-04-27,417.519989,387.991058
2021-04-28,417.399994,387.879578
2021-04-29,420.059998,390.351410
2021-04-30,417.299988,387.786652
2021-05-03,418.200012,388.623016
2021-05-04,415.619995,386.225464
2021-05-05,415.750000,386.346222
2021-05-06,419.070007,389.431458
2021-05-07,422.119995,392.265656
2021-05-10,417.940002,388.381439
2021-05-11,414.209991,384.915222
2021-05-12,405.410004,376.737549
2021-05-13,410.279999,381.263123
2021-05-14,416.579987,387.117493
2021-05-17,415.519989,386.132538
2021-05-18,411.940002,382.805756
2021-05-19,410.859985,381.802032
2021-05-20,415.279999,385.909485
2021-05-21,414.940002,385.593536
2021-05-24,419.170013,389.524384
2021-05-25,418.239990,388.660126
2021-05-26,419.070007,389.431458
2021-05-27,419.290009,389.635895
2021-05-28,420.040009,390.332855
2021-06-01,419.670013,389.989014
2021-06-02,420.329987,390.602386
2021-06-03,418.769989,389.152679
2021-06-04,422.600006,392.711792
2021-06-07,422.190002,392.330811
2021-06-08,422.279999,392.414459
2021-06-09,421.649994,391.828979
2021-06-10,423.609985,393.650299
2021-06-11,424.309998,394.300781
2021-06-14,425.260010,395.183716
2021-06-15,424.480011,394.458832
2021-06-16,422.109985,392.256409
2021-06-17,421.970001,392.126312
2021-06-18,414.920013,386.836365
2021-06-21,420.859985,392.374420
2021-06-22,423.109985,394.472046
2021-06-23,422.600006,393.996613
2021-06-24,425.100006,396.327423
2021-06-25,426.609985,397.735107
2021-06-28,427.470001,398.537018
2021-06-29,427.700012,398.751404
2021-06-30,428.059998,399.087036
2021-07-01,430.429993,401.296631
2021-07-02,433.720001,404.363892
2021-07-06,432.929993,403.627411
2021-07-07,434.459991,405.053741
2021-07-08,430.920013,401.753448
2021-07-09,435.519989,406.042084
2021-07-12,437.079987,407.496460
2021-07-13,435.589996,406.107391
2021-07-14,436.239990,406.713379
2021-07-15,434.750000,405.324158
2021-07-16,431.339996,402.144958
2021-07-19,424.970001,396.206177
2021-07-20,431.059998,401.883942
2021-07-21,434.549988,405.137756
2021-07-22,435.459991,405.986237
2021-07-23,439.940002,410.162933
2021-07-26,441.019989,411.169769
2021-07-27,439.010010,409.295898
2021-07-28,438.829987,409.128052
2021-07-29,440.649994,410.824860
2021-07-30,438.510010,408.829742
2021-08-02,437.589996,407.971954
2021-08-03,441.149994,411.291016
2021-08-04,438.980011,409.267822
2021-08-05,441.760010,411.859741
2021-08-06,442.489990,412.540314
2021-08-09,442.130005,412.204742
2021-08-10,442.679993,412.717499
2021-08-11,443.779999,413.743011
2021-08-12,445.109985,414.983002
2021-08-13,445.920013,415.738251
2021-08-16,446.970001,416.717133
2021-08-17,444.040009,413.985443
2021-08-18,439.179993,409.454376
2021-08-19,439.859985,410.088379
2021-08-20,443.359985,413.351471
2021-08-23,447.260010,416.987488
2021-08-24,447.970001,417.649414
2021-08-25,448.910004,418.525818
2021-08-26,446.260010,416.055176
2021-08-27,450.250000,419.775055
2021-08-30,452.230011,421.621063
2021-08-31,451.559998,420.996460
2021-09-01,451.799988,421.220184
2021-09-02,453.190002,422.516113
2021-09-03,453.079987,422.413544
2021-09-07,451.459991,420.903198
2021-09-08,450.910004,420.390320
2021-09-09,448.980011,418.590973
2021-09-10,445.440002,415.290588
2021-09-13,446.579987,416.353516
2021-09-14,444.170013,414.106628
2021-09-15,447.880005,417.565552
2021-09-16,447.170013,416.903625
2021-09-17,441.399994,412.842499
2021-09-20,434.040009,405.958649
2021-09-21,433.630005,405.575226
2021-09-22,437.859985,409.531525
2021-09-23,443.179993,414.507355
2021-09-24,443.910004,415.190155
2021-09-27,442.640015,414.002319
2021-09-28,433.720001,405.659363
2021-09-29,434.450012,406.342163
2021-09-30,429.140015,401.375671
2021-10-01,434.239990,406.145721
2021-10-04,428.640015,400.908020
2021-10-05,433.100006,405.079498
2021-10-06,434.899994,406.762970
2021-10-07,438.660004,410.279694
2021-10-08,437.859985,409.531525
2021-10-11,434.690002,406.566559
2021-10-12,433.619995,405.565826
2021-10-13,435.179993,407.024902
2021-10-14,442.500000,413.871277
2021-10-15,445.869995,417.023285
2021-10-18,447.190002,418.257935
2021-10-19,450.640015,421.484772
2021-10-20,452.410004,423.140076
2021-10-21,453.589996,424.243835
2021-10-22,453.119995,423.804230
2021-10-25,455.549988,426.076965
2021-10-26,455.959991,426.460541
2021-10-27,453.940002,424.571198
2021-10-28,458.320007,428.667847
2021-10-29,459.250000,429.537659
2021-11-01,460.040009,430.276581
2021-11-02,461.899994,432.016235
2021-11-03,464.720001,434.653748
2021-11-04,466.910004,436.702087
2021-11-05,468.529999,438.217316
2021-11-08,468.929993,438.591400
2021-11-09,467.380005,437.141693
2021-11-10,463.619995,433.624908
2021-11-11,463.769989,433.765259
2021-11-12,467.269989,437.038696
2021-11-15,467.429993,437.188446
2021-11-16,469.279999,438.918732
2021-11-17,468.140015,437.852478
2021-11-18,469.730011,439.339630
2021-11-19,468.890015,438.553955
2021-11-22,467.570007,437.319336
2021-11-23,468.190002,437.899261
2021-11-24,469.440002,439.068451
2021-11-26,458.970001,429.275787
2021-11-29,464.600006,434.541565
2021-11-30,455.559998,426.086365
2021-12-01,450.500000,421.353790
2021-12-02,457.399994,427.807312
2021-12-03,453.420013,424.084747
2021-12-06,458.790009,429.107513
2021-12-07,468.279999,437.983459
2021-12-08,469.519989,439.143188
2021-12-09,466.350006,436.178284
2021-12-10,470.739990,440.284241
2021-12-13,466.570007,436.384064
2021-12-14,463.359985,433.381714
2021-12-15,470.600006,440.153320
2021-12-16,466.450012,436.271851
2021-12-17,459.869995,431.628662
2021-12-20,454.980011,427.039001
2021-12-21,463.059998,434.622711
2021-12-22,467.690002,438.968445
2021-12-23,470.600006,441.699677
2021-12-27,477.260010,447.950745
2021-12-28,476.869995,447.584595
2021-12-29,477.480011,448.157257
2021-12-30,476.160004,446.918335
2021-12-31,474.959991,445.791931
2022-01-03,477.709991,448.373077
2022-01-04,477.549988,448.222870
2022-01-05,468.380005,439.616028
2022-01-06,467.940002,439.203064
2022-01-07,466.089996,437.466614
2022-01-10,465.510010,436.922272
2022-01-11,469.750000,440.901886
2022-01-12,471.019989,442.093842
2022-01-13,464.529999,436.002441
2022-01-14,464.720001,436.180756
2022-01-18,456.489990,428.456207
2022-01-19,451.750000,424.007324
2022-01-20,446.750000,419.314301
2022-01-21,437.980011,411.082947
2022-01-24,439.839996,412.828735
2022-01-25,434.470001,407.788483
2022-01-26,433.380005,406.765411
2022-01-27,431.239990,404.756866
2022-01-28,441.950012,414.809143
2022-01-31,449.910004,422.280273
2022-02-01,452.950012,425.133667
2022-02-02,457.350006,429.263367
2022-02-03,446.600006,419.173584
2022-02-04,448.700012,421.144531
2022-02-07,447.260010,419.793091
2022-02-08,450.940002,423.247101
2022-02-09,457.540009,429.441742
2022-02-10,449.320007,421.726532
2022-02-11,440.459991,413.410614
2022-02-14,439.019989,412.059082
2022-02-15,446.100006,418.704285
2022-02-16,446.600006,419.173584
2022-02-17,437.059998,410.219391
2022-02-18,434.230011,407.563293
2022-02-22,429.570007,403.189453
2022-02-23,421.950012,396.037384
2022-02-24,428.299988,401.997406
2022-02-25,437.750000,410.867096
2022-02-28,436.630005,409.815857
2022-03-01,429.980011,403.574280
2022-03-02,437.890015,410.998505
2022-03-03,435.709991,408.952393
2022-03-04,432.170013,405.629700
2022-03-07,419.429993,393.672089
2022-03-08,416.250000,390.687378
2022-03-09,427.410004,401.162018
2022-03-10,425.480011,399.350586
2022-03-11,420.070007,394.272797
2022-03-14,417.000000,391.391357
2022-03-15,426.170013,399.998260
2022-03-16,435.619995,408.867859
2022-03-17,441.070007,413.983215
2022-03-18,444.519989,418.517456
2022-03-21,444.390015,418.395020
2022-03-22,449.589996,423.290894
2022-03-23,443.799988,417.839569
2022-03-24,450.489990,424.138245
2022-03-25,452.690002,426.209534
2022-03-28,455.910004,429.241211
2022-03-29,461.549988,434.551270
2022-03-30,458.700012,431.868042
2022-03-31,451.640015,425.221008
2022-04-01,452.920013,426.426117
2022-04-04,456.799988,430.079224
2022-04-05,451.029999,424.646606
2022-04-06,446.519989,420.400452
2022-04-07,448.769989,422.518829
2022-04-08,447.570007,421.389069
2022-04-11,439.920013,414.186615
2022-04-12,438.290009,412.651947
2022-04-13,443.309998,417.378265
2022-04-14,437.790009,412.181152
2022-04-18,437.970001,412.350555
2022-04-19,445.040009,419.006958
2022-04-20,444.709991,418.696320
2022-04-21,438.059998,412.435333
2022-04-22,426.040009,401.118408
2022-04-25,428.510010,403.443939
2022-04-26,416.100006,391.759918
2022-04-27,417.269989,392.861450
2022-04-28,427.809998,402.784912
2022-04-29,412.000000,387.899719
2022-05-02,414.480011,390.234650
2022-05-03,416.380005,392.023468
2022-05-04,429.059998,403.961792
2022-05-05,413.809998,389.603851
2022-05-06,411.339996,387.278351
2022-05-09,398.170013,374.878723
2022-05-10,399.089996,375.744934
2022-05-11,392.750000,369.775787
2022-05-12,392.339996,369.389740
2022-05-13,401.720001,378.221008
2022-05-16,400.089996,376.686401
2022-05-17,408.320007,384.435059
2022-05-18,391.859985,368.937805
2022-05-19,389.459991,366.678284
2022-05-20,389.630005,366.838287
2022-05-23,396.920013,373.701874
2022-05-24,393.890015,370.849121
2022-05-25,397.369995,374.125519
2022-05-26,405.309998,381.601105
2022-05-27,415.260010,390.969025
2022-05-31,412.929993,388.775299
2022-06-01,409.589996,385.630646
2022-06-02,417.390015,392.974487
2022-06-03,410.540009,386.525085
2022-06-06,411.790009,387.702057
2022-06-07,415.739990,391.420959
2022-06-08,411.220001,387.165405
2022-06-09,401.440002,377.957428
2022-06-10,389.799988,366.998352
2022-06-13,375.000000,353.064056
2022-06-14,373.869995,352.000214
2022-06-15,379.200012,357.018402
2022-06-16,366.649994,345.202515
2022-06-17,365.859985,345.946716
2022-06-21,375.070007,354.655426
2022-06-22,374.390015,354.012421
2022-06-23,378.059998,357.482635
2022-06-24,390.079987,368.848358
2022-06-27,388.589996,367.439514
2022-06-28,380.649994,359.931702
2022-06-29,380.339996,359.638519
2022-06-30,377.250000,356.716675
2022-07-01,381.239990,360.489624
2022-07-05,381.959991,361.170380
2022-07-06,383.250000,362.390167
2022-07-07,388.989990,367.817688
2022-07-08,388.670013,367.515167
2022-07-11,384.230011,363.316772
2022-07-12,380.829987,360.101868
2022-07-13,378.829987,358.210724
2022-07-14,377.910004,357.340820
2022-07-15,385.130005,364.167847
2022-07-18,381.950012,361.160919
2022-07-19,392.269989,370.919281
2022-07-20,394.769989,373.283142
2022-07-21,398.790009,377.084381
2022-07-22,395.089996,373.585785
2022-07-25,395.570007,374.039612
2022-07-26,390.890015,369.614288
2022-07-27,401.040009,379.211975
2022-07-28,406.070007,383.968109
2022-07-29,411.989990,389.565918
2022-08-01,410.769989,388.412292
2022-08-02,408.059998,385.849762
2022-08-03,414.450012,391.891968
2022-08-04,414.170013,391.627289
2022-08-05,413.470001,390.965363
2022-08-08,412.989990,390.511505
2022-08-09,411.350006,388.960785
2022-08-10,419.989990,397.130463
2022-08-11,419.989990,397.130463
2022-08-12,427.100006,403.853516
2022-08-15,428.859985,405.517670
2022-08-16,429.700012,406.312012
2022-08-17,426.649994,403.427917
2022-08-18,427.890015,404.600555
2022-08-19,422.140015,399.163422
2022-08-22,413.350006,390.851868
2022-08-23,412.350006,389.906342
2022-08-24,413.670013,391.154449
2022-08-25,419.510010,396.676697
2022-08-26,405.309998,383.249512
2022-08-29,402.630005,380.715393
2022-08-30,398.209991,376.535950
2022-08-31,395.179993,373.670868
2022-09-01,396.420013,374.843323
2022-09-02,392.239990,370.890839
2022-09-06,390.760010,369.491425
2022-09-07,397.779999,376.129333
2022-09-08,400.380005,378.587830
2022-09-09,406.600006,384.469269
2022-09-12,410.970001,388.601379
2022-09-13,393.100006,371.704102
2022-09-14,394.600006,373.122467
2022-09-15,390.119995,368.886230
2022-09-16,385.559998,366.072083
2022-09-19,388.549988,368.910889
2022-09-20,384.089996,364.676392
2022-09-21,377.390015,358.315002
2022-09-22,374.220001,355.305206
2022-09-23,367.950012,349.352112
2022-09-26,364.309998,345.896118
2022-09-27,363.380005,345.013153
2022-09-28,370.529999,351.801758
2022-09-29,362.790009,344.452972
2022-09-30,357.179993,339.126495
2022-10-03,366.609985,348.079834
2022-10-04,377.970001,358.865662
2022-10-05,377.089996,358.030212
2022-10-06,373.200012,354.336761
2022-10-07,362.790009,344.452972
2022-10-10,360.019989,341.823029
2022-10-11,357.739990,339.658203
2022-10-12,356.559998,338.537842
2022-10-13,365.970001,347.472229
2022-10-14,357.630005,339.553772
2022-10-17,366.820007,348.279297
2022-10-18,371.130005,352.371399
2022-10-19,368.500000,349.874390
2022-10-20,365.410004,346.940521
2022-10-21,374.290009,355.371674
2022-10-24,378.869995,359.720245
2022-10-25,384.920013,365.464417
2022-10-26,382.019989,362.710999
2022-10-27,379.980011,360.774048
2022-10-28,389.019989,369.357208
2022-10-31,386.209991,366.689117
2022-11-01,384.519989,365.084686
2022-11-02,374.869995,355.922363
2022-11-03,371.010010,352.257446
2022-11-04,376.350006,357.327545
2022-11-07,379.950012,360.745636
2022-11-08,382.000000,362.691986
2022-11-09,374.130005,355.219757
2022-11-10,394.690002,374.740570
2022-11-11,398.510010,378.367584
2022-11-14,395.119995,375.148895
2022-11-15,398.489990,378.348480
2022-11-16,395.450012,375.462158
2022-11-17,394.239990,374.313324
2022-11-18,396.029999,376.012848
2022-11-21,394.589996,374.645599
2022-11-22,399.899994,379.687225
2022-11-23,402.420013,382.079895
2022-11-25,402.329987,381.994446
2022-11-28,395.910004,375.898926
2022-11-29,395.230011,375.253326
2022-11-30,407.679993,387.073975
2022-12-01,407.380005,386.789185
2022-12-02,406.910004,386.342896
2022-12-05,399.589996,379.392883
2022-12-06,393.829987,373.924011
2022-12-07,393.160004,373.287903
2022-12-08,396.239990,376.212250
2022-12-09,393.279999,373.401917
2022-12-12,398.950012,378.785217
2022-12-13,401.970001,381.652649
2022-12-14,399.399994,379.212494
2022-12-15,389.630005,369.936310
2022-12-16,383.269989,365.568787
2022-12-19,380.019989,362.468903
2022-12-20,380.540009,362.964935
2022-12-21,386.230011,368.392120
2022-12-22,380.720001,363.136627
2022-12-23,382.910004,365.225433
2022-12-27,381.399994,363.785187
2022-12-28,376.660004,359.264160
2022-12-29,383.440002,365.731018
2022-12-30,382.429993,364.767639
2023-01-03,380.820007,363.231995
2023-01-04,383.760010,366.036194
2023-01-05,379.380005,361.858490
2023-01-06,388.079987,370.156647
2023-01-09,387.859985,369.946869
2023-01-10,390.579987,372.541260
2023-01-11,395.519989,377.253052
2023-01-12,396.959991,378.626495
2023-01-13,398.500000,380.095398
2023-01-17,397.769989,379.399109
2023-01-18,391.489990,373.409180
2023-01-19,388.640015,370.690765
2023-01-20,395.880005,377.596405
2023-01-23,400.630005,382.127075
2023-01-24,400.200012,381.716919
2023-01-25,400.350006,381.860016
2023-01-26,404.750000,386.056793
2023-01-27,405.679993,386.943817
2023-01-30,400.589996,382.088928
2023-01-31,406.480011,387.706940
2023-02-01,410.799988,391.827393
2023-02-02,416.779999,397.531189
2023-02-03,412.350006,393.305786
2023-02-06,409.829987,390.902191
2023-02-07,415.190002,396.014587
2023-02-08,410.649994,391.684296
2023-02-09,407.089996,388.288696
2023-02-10,408.040009,389.194885
2023-02-13,412.829987,393.763611
2023-02-14,412.640015,393.582458
2023-02-15,413.980011,394.860535
2023-02-16,408.279999,389.423737
2023-02-17,407.260010,388.450867
2023-02-21,399.089996,380.658234
2023-02-22,398.540009,380.133606
2023-02-23,400.660004,382.155670
2023-02-24,396.380005,378.073395
2023-02-27,397.730011,379.360962
2023-02-28,396.260010,377.958893
2023-03-01,394.739990,376.509094
2023-03-02,397.809998,379.437286
2023-03-03,404.190002,385.522675
2023-03-06,404.470001,385.789734
2023-03-07,398.269989,379.876038
2023-03-08,398.920013,380.496033
2023-03-09,391.559998,373.476044
2023-03-10,385.910004,368.086975
2023-03-13,385.359985,367.562286
2023-03-14,391.730011,373.638123
2023-03-15,389.279999,371.301239
2023-03-16,396.109985,377.815826
2023-03-17,389.989990,373.398041
2023-03-20,393.739990,376.988586
2023-03-21,398.910004,381.938568
2023-03-22,392.109985,375.427887
2023-03-23,393.170013,376.442841
2023-03-24,395.750000,378.913055
2023-03-27,396.489990,379.621582
2023-03-28,395.600006,378.769470
2023-03-29,401.350006,384.274811
2023-03-30,403.700012,386.524841
2023-03-31,409.390015,391.972717
2023-04-03,410.950012,393.466400
2023-04-04,408.670013,391.283447
2023-04-05,407.600006,390.258942
2023-04-06,409.190002,391.781281
2023-04-10,409.609985,392.183380
2023-04-11,409.720001,392.288727
2023-04-12,408.049988,390.689758
2023-04-13,413.470001,395.879181
2023-04-14,412.459991,394.912109
2023-04-17,413.940002,396.329163
2023-04-18,414.209991,396.587708
2023-04-19,414.140015,396.520660
2023-04-20,411.880005,394.356903
2023-04-21,412.200012,394.663239
2023-04-24,412.630005,395.074951
2023-04-25,406.079987,388.803528
2023-04-26,404.359985,387.156769
2023-04-27,412.410004,394.864258
2023-04-28,415.929993,398.234528
2023-05-01,415.510010,397.832428
2023-05-02,410.839996,393.361053
2023-05-03,408.019989,390.661072
2023-05-04,405.130005,387.894012
2023-05-05,412.630005,395.074951
2023-05-08,412.739990,395.180267
2023-05-09,410.929993,393.447266
2023-05-10,412.850006,395.285553
2023-05-11,412.130005,394.596161
2023-05-12,411.589996,394.079102
2023-05-15,413.010010,395.438782
2023-05-16,410.250000,392.796204
2023-05-17,415.230011,397.564331
2023-05-18,419.230011,401.394135
2023-05-19,418.619995,400.810028
2023-05-22,418.790009,400.972900
2023-05-23,414.089996,396.472778
2023-05-24,411.089996,393.600494
2023-05-25,414.649994,397.009003
2023-05-26,420.019989,402.150543
2023-05-30,420.179993,402.303650
2023-05-31,417.850006,400.072876
2023-06-01,421.820007,403.873962
2023-06-02,427.920013,409.714386
2023-06-05,427.100006,408.929321
2023-06-06,428.029999,409.819702
2023-06-07,426.549988,408.402710
2023-06-08,429.130005,410.872925
2023-06-09,429.899994,411.610229
2023-06-12,433.799988,415.344208
2023-06-13,436.660004,418.082611
2023-06-14,437.179993,418.580475
2023-06-15,442.600006,423.769897
2023-06-16,439.459991,422.326416
2023-06-20,437.179993,420.135315
2023-06-21,434.940002,417.982666
2023-06-22,436.510010,419.491455
2023-06-23,433.209991,416.320160
2023-06-26,431.440002,414.619110
2023-06-27,436.170013,419.164703
2023-06-28,436.390015,419.376160
2023-06-29,438.109985,421.029053
2023-06-30,443.279999,425.997498
2023-07-03,443.790009,426.487640
2023-07-05,443.130005,425.853363
2023-07-06,439.660004,422.518616
2023-07-07,438.549988,421.451904
2023-07-10,439.660004,422.518616
2023-07-11,442.459991,425.209442
2023-07-12,446.019989,428.630676
2023-07-13,449.559998,432.032684
2023-07-14,449.279999,431.763550
2023-07-17,450.839996,433.262787
2023-07-18,454.190002,436.482117
2023-07-19,455.200012,437.452789
2023-07-20,452.179993,434.550476
2023-07-21,452.179993,434.550476
2023-07-24,454.200012,436.491730
2023-07-25,455.440002,437.683441
2023-07-26,455.510010,437.750671
2023-07-27,452.489990,434.848358
2023-07-28,456.920013,439.105743
2023-07-31,457.790009,439.941864
2023-08-01,456.480011,438.682892
2023-08-02,450.130005,432.580444
2023-08-03,448.839996,431.340729
2023-08-04,446.809998,429.389862
2023-08-07,450.709991,433.137756
2023-08-08,448.750000,431.254211
2023-08-09,445.750000,428.371185
2023-08-10,445.910004,428.524994
2023-08-11,445.649994,428.275085
2023-08-14,448.109985,430.639191
2023-08-15,442.890015,425.622650
2023-08-16,439.640015,422.499359
2023-08-17,436.290009,419.280029
2023-08-18,436.500000,419.481842
2023-08-21,439.339996,422.211090
2023-08-22,438.149994,421.067505
2023-08-23,443.029999,425.757202
2023-08-24,436.890015,419.856659
2023-08-25,439.970001,422.816559
2023-08-28,442.760010,425.497803
2023-08-29,449.160004,431.648285
2023-08-30,451.010010,433.426117
2023-08-31,450.350006,432.791809
2023-09-01,451.190002,433.599091
2023-09-05,449.239990,431.725128
